"","V1","V2","V3","V4","V5","V6"
"X5599_31",1,1.57167853742161,1,1.41546504827249,1,1
"X5622_36",1,1,1,1.064,1.98984369006238,1.99996388690264
"X5634_26",1,1,1.99983431432332,1,1,1
"X5644_6",1,1,1,1,1,1
"X5645_28",2,1,1,1.84384205565277,1.55881709686134,1.59826502611313
"X5651_33",1,1,1,1.87697169552168,1,1
"X5655_36",1,1.94014612974859,1,1.40910417992362,1,1
"X5659_33",1,1,1,1.13345275414241,1.97307525868529,1.99997515464286
"X5661_52",1,1,1,1.0650406504065,1.80556829932908,1.72161350190204
"X5681_48",1,1.53250032133149,1,1,1.88120261601803,1.79515011672435
"X5692_42",1,1.99997509381374,1,1,1,1
"X5695_26",1,1,1.98267908108262,1,1,1
"X5699_30",1,1,1,1,1.94544760430966,1.81399819086386
"X5738_52",1,1.4365240293768,1,1.7970974920595,1,1
"X5750_47",1,1.88749318068897,1,1,1,1
"X5756_38",1,1.94936917389478,1,1,1,1
"X5790_51",1,1,1,1,1.97004587301368,1.97159506244215
"X5794_55",2,1,1.99290361765071,1.19373430168033,1,1
"X5804_37",1,1,1,1.9470311441312,1,1
"X5842_60",1,1,1.99997730390097,1,1,1
"X5843_45",1,1.18192187054462,1,1.99802061570806,1.98851291116882,1.96231998079061
"X5852_45",1,1,1,1,1.99679783027853,1.99805218777885
"X5855_48",1,1.98628321056309,1,1.48462594852923,1.85103185183213,1.3620253164557
"X5901_52",1,1,1,1.15546326206225,1.99909345639328,1.93465841374749
"X5908_46",1,1,1.15094339622642,1.55313675369297,1,1
"X5910_15",1,1,1,1.12041142581365,1,1.19512195121951
"X5924_56",1,1.09638554216867,1,1.21442564751978,1,1
"X5935_6",1,1,1.99999194037717,1,1,1
"X5941_8",1,1.09302325581395,1.90694264837667,1,1,1.37894736842105
"X5948_10",1,1.78163225409966,1,1.0650406504065,1,1
"X5952_12",1,1,1,1,1.99993302457384,1.97334677377667
"X5953_24",1,1,1.99969376234555,1,1,1
"X5967_6",1,1.996075793913,1,1,1,1
"X5977_38",1,1.24003508964307,1,1.17667322834646,1.16666666666667,1.58793866419677
"X5981_13",1,1,1.95300673234464,1,1,1
"X5990_37",1,1,1,1,1.84725551914996,1.99994419515275
"X6022_62",1,1,1,1.12511427452005,1,1
"X6028_67",1,1.99711791119259,1,1,1,1
"X6036_7",1,1.31316322828639,1,1.52733181993374,1,1
"X6053_8",1,1,1,1.064,1.94954953916247,1.8813190629827
"X6056_45",1,1,1,1,1,1
"X6062_57",1,1,1,1,1.95664175812115,1.93465841374749
"X6068_46",1,1,1,1.85035826196775,1,1
"X6070_16",1,1.99915149448277,1,1,1,1
"X6077_20",1,1.09876543209877,1.99940438933105,1,1,1
"X6094_7",1,1,1,1.97568124824595,1,1
"X6100_28",1,1,1,1,1.96252435617357,1.99845505560719
"X6101_28",1,1,1,1,1.773512904182,1.94057973151236
"X6115_65",1,1.91333597742346,1,1,1,1
"X6123_35",1,1.9999784539341,1,1,1,1
"X6124_49",1,1.4365240293768,1,1.9999341968747,1,1
"X6136_47",1,1,1,1.0625,1.99728693857552,1.9951410724991
"X6138_62",1,1.16678545972915,1,1,1,1
"X6148_65",1,1,1,1,1.45651381497412,1.95026237464361
"X6175_24",1,1,1,1.99763760678203,1,1.9969229278981
"X6180_66",1,1,1.99782978227134,1,1,1
"X6196_11",1.8,1,1.99706305824186,1,1,1
"X6203_5",1,1.9860795517577,1,1,1,1
"X6216_19",1,1,1.99995915968799,1,1,1
"X6218_39",1,1,1,1,1,1
"X6248_56",1,1.09638554216867,1,1,1,1
"X6268_27",1,1.64311632946961,1,1.064,1.72519565707416,1.99247715700281
"X6280_14",1,1.829603208232,1,1.13126577713667,1,1
"X6288_36",1,1,1,1.27771012936624,1.72519565707416,1.83885142515649
"X6305_21",1,1,1,1,1.98320667643116,1.823342424037
"X6316_15",1,1,1,1,1.99998854004646,1.93465841374749
"X6321_62",1,1.998139520561,1,1.12132352941176,1,1
"X6325_50",1,1,1,1,1.99999370180835,1.99999299843654
"X6335_60",1,1,1,1.12041142581365,1,1.2
"X6339_48",1,1.94962306696514,1,1.95222355608874,1,1
"X6361_55",1,1.37909972663813,1,1.97874782387705,1,1
"X6363_16",1,1.72607082429588,1,1.99762859978504,1.99203964896753,1.98788526479637
"X6369_7",1,1.99922175605664,1,1.99630529805442,1,1.63127028243756
"X6372_48",1,1,1,1.06349206349206,1.98708943652008,1.95026237464361
"X6411_50",1,1.73373629828891,1,1.12224954094177,1.51580165435681,1.87369436025779
"X6420_67",1,1,1,1,1.97935720833762,1.49289191820837
"X6441_57",1,1,1.99591908097117,1,1,1
"X6444_17",1,1,1,1.12224954094177,1,1
"X6450_7",1,1,1,1,1.90355424002268,1.37894736842105
"X6455_13",1,1,1,1.12224954094177,1.9144990122704,1.99971371494206
"X6467_20",1,1,1,1.99696904250863,1.98618582240204,1.84256610395664
"X6475_66",1,1.94821540378209,1,1.99620521744178,1.99928723983387,1.99914699727051
"X6494_14",1,1,1,1,1,1
"X6504_35",1,1,1,1,1,1
"X6534_35",1,1.83354020911688,1,1.06451612903226,1,1
"X6543_26",1,1,1.39104291934481,1,1,1
"X6546_7",1,1,1,1,1,1
"X6582_5",1,1,1,1.06349206349206,1.98136956662396,1.97665318430673
"X6592_44",1,1.9995878200036,1.99927907320885,1.99997764260484,1,1
"X6595_18",1,1.17032898820608,1.97866263611629,1.12224954094177,1,1
"X6597_33",1,1,1.92936656620772,1.12224954094177,1,1
"X6600_30",1,1.90645492742004,1,1.12224954094177,1.99097917498045,1.99845505560719
"X6602_14",1,1,1,1.99255391054381,1,1
"X6641_15",1,1,1.99932743671574,1,1,1
"X6645_27",1,1,1,1,1.92679894845992,1.77099943856648
"X6664_48",1,1.98917581221152,1,1.99979767461726,1.97699175753225,1.99757836101001
"X6667_28",1,1.87278941811791,1.29575757575758,1.37673730246594,1.49289191820837,1.83291976773075
"X6681_46",1,1.08695652173913,1,1.12041142581365,1.99717231929237,1.9992440836525
"X6697_13",1,1.53675884096052,1,1.7970974920595,1,1.21052631578947
"X6718_21",1,1,1,1.99112582643779,1,1
"X6719_44",1.8,1.16678545972915,1.99916500339047,1.57987335502524,1.92192486097074,1.9995828435921
"X6720_46",1,1.17788657690738,1.99995762331483,1,1,1
"X6738_27",1,1.37909972663813,1.96357464247868,1.18340418934467,1,1
"X6741_37",1,1,1,1.79046645746943,1,1
"X6743_29",1,1.95637444192179,1,1.9945208630743,1,1
"X6790_45",1,1,1,1.59434679586722,1.99998890463538,1.9996899976655
"X6797_20",1,1,1,1,1,1
"X6815_9",1,1,1,1.12224954094177,1,1
"X6824_64",1,1.99525029149809,1.99203964896753,1.98671041828436,1.99896660061854,1.99880385691933
"X6826_31",1,1.83474699907828,1.30701754385965,1.77129739288507,1.16326530612245,1
"X6849_34",1,1,1,1.85243204246377,1,1
"X6854_12",1,1.56742664725538,1,1.17797972881848,1,1
"X6866_10",1,1.24003508964307,1,1.16012216404887,1,1
"X6899_18",1,1,1.28032345013477,1,1,1
"X6909_15",1,1.97352772092324,1,1.93060134805667,1.99971231147168,1.99996233467443
"X6910_29",1,1.99985830482518,1,1,1,1
"X6916_65",1,1,1.99995762331483,1,1,1
"X6917_24",1,1,1,1.12041142581365,1.90355424002268,1.95416150716668
"X6924_59",1,1.17032898820608,1,1.68446394035857,1,1
"X6927_24",1,1.25259234880476,1,1.7445272114131,1.99997677082809,1.99996233467443
"X6945_13",1,1,1,1.0650406504065,1,1
"X6947_31",1,1,1,1.92887623748427,1,1
"X6951_48",1,1,1,1,1.99870831545517,1.99998419904135
"X6959_66",1,1,1.98734127407387,1,1,1
"X6973_7",1,1.99926277552345,1,1.30432276251144,1.16326530612245,1
"X7011_45",1,1.97832372305761,1,1.92766512660223,1,1
"X7025_19",1,1,1,1.81964450081395,1,1
"X7038_51",1,1.24003508964307,1,1.57987335502524,1.99999292626479,1.95831372218827
"X7100_52",1,1,1,1.5764898547491,1,1
"X7103_34",1,1,1,1,1.9998613979768,1.9999844217226
"X7105_32",1,1,1,1,1,1
"X7116_25",1,1,1,1.13019891500904,1,1
"X7118_51",1,1.79359912195105,1,1,1,1
"X7131_39",1,1,1,1.33957693486926,1.99999267447892,1.99996146689158
"X7152_13",1,1.24490615780554,1,1.54603522886013,1.94545253441048,1.37894736842105
"X7165_41",1,1,1.99994231557695,1,1,1
"X7168_61",1,1.93708872686413,1,1,1,1
"X7170_61",1,1.91333597742346,1,1,1,1
"X7192_20",1,1,1.28032345013477,1.06201550387597,1.16326530612245,1
"X7195_25",2,1,1.99999505240157,1,1,1
"X7197_50",1,1.0952380952381,1,1,1.6243204767875,1.94548717516928
"X7238_53",1,1,1,1,1,1
"X7246_57",1,1.38266069329848,1,1.57987335502524,1,1
"X7274_6",1,1,1,1.97026936656252,1,1
"X7277_36",1,1,1,1.06451612903226,1.99378438343958,1.87369436025779
"X7302_56",1,1,1,1.06201550387597,1.99235139836546,1.99703392213867
"X7322_17",1,1,1,1,1.98185435525732,1.98447352095149
"X7362_60",1,1.97598089259459,1,1.92597026020892,1,1
"X7367_63",1,1,1,1.12414457831325,1.99998802010681,1.99997586315697
"X7372_45",1,1,1,1.12132352941176,1.99983431432332,1.99686369219665
"X7414_64",1,1,1,1.064,1.99108754388213,1.80444707245507
"X7442_42",1,1,1,1,1,1
"X7467_22",1,1.8634832720923,1,1,1,1
"X7486_22",1,1,1,1.12041142581365,1,1
"X7493_20",1,1.1,1.99996949626976,1,1,1
"X7501_27",1,1,1,1.90180522967077,1,1
"X7513_37",1,1.97161380876107,1,1.9998799776411,1.71169975520658,1
"X7519_33",1,1.17593515381038,1,1.55313675369297,1,1
"X7534_65",1,1,1.99994346843593,1,1,1
"X7546_43",1,1.62910589523776,1,1.2443740303847,1,1
"X7562_16",2,1.31934384132909,1.92936656620772,1,1,1
"X7575_49",1,1,1,1.12041142581365,1,1
"X7584_6",1.98701298701299,1,1.99990056748022,1.98321690688371,1,1
"X7616_22",1,1,1,1.65430648546812,1,1
"X7619_23",1,1,1,1,1,1
"X7620_30",1,1,1,1.12914923291492,1.99995162077194,1.99969084917813
"X7627_49",1,1,1.93349075018407,1,1,1
"X7629_62",1,1,1,1.0650406504065,1.95664175812115,1.76066133052434
"X7638_49",1,1.98857097159148,1,1,1,1
"X7666_17",1,1,1.99997751890411,1,1,1
"X7668_58",1,1,1.97378552437145,1,1,1
"X7679_24",1,1,1.9964538669664,1.0672268907563,1,1
"X7680_19",1,1,1,1.65230717477963,1.99976092848629,1.99964433840662
"X7690_68",1,1,1,1.16678545972915,1.99772170651328,1.99999433787546
"X7702_7",1,1,1,1.1231897805603,1,1
"X7719_57",1,1.99998504021169,1,1,1,1
"X7724_24",1,1.99902342169701,1,1,1,1
"X7728_38",1,1,1.99815724602367,1,1,1
"X7730_53",1,1,1,1.48747378070563,1,1
"X7731_51",1,1,1,1.99911245889135,1,1
"X7737_48",1,1,1,1.93142867420273,1,1
"X7744_37",1,1.16853864367676,1,1.0625,1.99996640273967,1.99998434517355
"X7759_38",1,1,1,1.62540313113778,1,1
"X7776_39",1,1.86100556122414,1,1.18769382229879,1,1
"X7779_43",1,1.08988764044944,1.99629271289406,1,1,1
"X7781_48",1,1,1.99994482781167,1.73520873053012,1,1
"X7804_12",1,1.97644879999365,1,1,1,1
"X7843_57",1,1,1,1.12224954094177,1,1
"X7851_21",1,1,1,1.9999757393289,1,1.22222222222222
"X7880_25",1,1.42521579415961,1,1.52733181993374,1,1
"X7900_10",1,1.09090909090909,1,1.85017382027905,1,1
"X7903_46",1,1,1.99922520588571,1,1,1
"X7920_51",1,1.98289164750936,1,1.98146518629081,1.60892090365775,1.73870062448907
"X7935_53",1,1.99966337041722,1,1.92227816051773,1.54969062965963,1.60892090365775
"X7943_35",1,1,1.99869243505709,1,1,1
"X7949_64",1,1,1.9908898117993,1,1,1
"X7968_54",1,1.98704626666621,1,1,1,1
"X7972_46",1,1,1.99845505560719,1,1,1
"X7979_21",1,1.98114001191523,1.75045410088969,1.99994860712184,1.99516563156189,1.99997540651244
"X7987_56",1,1,1,1,1,1
"X8007_24",1,1,1,1.96030587355689,1,1
"X8040_8",1,1,1,1,1,1
"X8066_40",1,1.76699376900994,1,1.98988538242339,1,1
"X8084_46",1,1,1,1.12414457831325,1.66734211119503,1.99985258418776
"X8090_44",1,1,1,1.770375638644,1,1
"X8097_56",1,1,1.69341999286518,1.12224954094177,1,1
"X8118_10",1,1.9210028358364,1,1,1,1
"X8123_59",1,1,1.99994201688739,1,1,1
"X8129_47",2,1,1.84725551914996,1.07766990291262,1,1
"X8155_34",1,1,1,1,1,1
"X8174_47",1,1,1,1,1,1
"X8175_23",1,1.99936185891677,1.15094339622642,1.96779181377619,1,1
"X8219_46",1,1,1.99986189829368,1.12041142581365,1,1
"X8230_28",1,1.80626432314924,1,1.82209300748782,1,1
"X8231_53",1,1,1,1,1.91698548481905,1.68284081008931
"X8239_13",1,1.99379945699204,1,1.5184209682978,1,1
"X8268_53",1,1.31934384132909,1.9990431082573,1.68058919482604,1,1
"X8299_58",1,1.99922175605664,1,1.83544197358731,1.33926128590971,1.2
"X8304_15",1,1,1,1,1.88119000582504,1.3620253164557
"X8307_33",1,1,1.15686274509804,1.46842955125255,1,1
"X8328_44",1,1,1.98984176314549,1,1,1
"X8338_50",1,1,1,1,1,1
"X8342_46",1,1.85278347367407,1,1,1,1
"X8356_41",1,1.08695652173913,1,1.49918910625362,1,1
"X8375_52",1,1,1.96073982288494,1.06451612903226,1,1
"X8389_22",1,1.17988165680473,1,1.76833789810909,1,1
"X8395_50",1,1.99343378315667,1,1.77891364190841,1,1
"X8415_25",1,1.99973973910383,1,1.24814049351566,1,1
"X8416_8",1,1.36879525861699,1,1.12132352941176,1,1
"X8423_33",1,1,1,1.99946385565388,1.84725551914996,1.68284081008931
"X8426_23",1,1.30721430823816,1,1.27963514402754,1.91698548481905,1
"X8446_12",1,1,1,1.55012987573499,1,1
"X8462_8",1,1,1.99484867598955,1,1,1
"X8479_45",1,1,1,1.06201550387597,1.99999319036069,1.99998948311869
"X8487_37",1,1,1,1,1.98364661959214,1.99593026526308
"X8488_30",1,1,1.99995915968799,1,1,1
"X8489_35",1,1.92205688535569,1,1.88991597457943,1,1
"X8490_36",1,1,1,1.12041142581365,1,1
"X8507_25",1,1.67451807355033,1,1.30269413404346,1.98984915679193,1.99893332149947
"X8509_18",1,1,1,1,1,1
"X8511_51",1,1.74065165788635,1,1.57505645043029,1,1
"X8515_59",1,1.98289164750936,1,1.96656535853283,1.19047619047619,1
"X8525_45",1,1,1,1.13019891500904,1.99999396664249,1.99990843640319
"X8526_33",1,1,1,1.127099777373,1,1
"X8549_64",1,1.16678545972915,1,1.66151586329374,1,1
"X8569_61",1.88888888888889,1,1,1,1,1
"X8594_56",1,1.9969667234834,1.99960147006665,1.75387243234298,1.9989355063603,1.99845505560719
"X8618_40",1,1.56742664725538,1,1.99961076172485,1.9412584154308,1.96616868291134
"X8629_40",1,1,1,1,1.95416150716668,1.21052631578947
"X8640_34",1,1.16678545972915,1,1,1,1
"X8642_17",1,1,1,1,1.81377727677186,1.89623438206436
"X8651_18",1,1,1,1.95222355608874,1,1
"X8652_17",1,1.98711966639989,1,1.99993155058881,1,1
"X8668_25",1,1,1,1.0650406504065,1.9144990122704,1.98198710210023
"X8672_49",1,1,1,1,1.99223759048783,1.83632390205677
"X8695_62",1,1.99671692514159,1,1,1,1
"X8706_34",1,1.85422979360443,1,1,1,1
"X8707_48",1,1.31316322828639,1.74189759592607,1.12224954094177,1.99993880087034,1.99805218777885
"X8711_22",1,1,1,1,1.97866762644949,1.99130116222518
"X8714_61",1,1,1,1,1,1
"X8725_37",1,1.99058815226172,1,1,1,1
"X8738_40",1,1.99769289673378,1.86267752976665,1,1,1
"X8752_38",1,1.99924174656801,1.99932743671574,1.99997969944364,1.99986888548316,1.99736404662584
"X8754_14",1,1,1,1.54420558660824,1.66734211119503,1.84730798808135
"X8755_37",1,1,1,1.12132352941176,1,1.2
"X8762_17",1,1.79359912195105,1,1.99711892206414,1,1
"X8802_58",1,1,1,1.06201550387597,1.99978601736602,1.9951410724991
"X8866_11",1,1,1,1.06299212598425,1.99476497675491,1.99952837449043
"X8870_19",1,1.96722759803723,1,1,1,1
"X8874_9",1,1,1,1.63391454172323,1,1
"X8913_39",2,1.98454139603293,1,1.12811631974212,1.99997705592264,1.99997564236376
"X8918_15",1,1.31934384132909,1,1.73213877084046,1,1
"X8925_9",1,1.17988165680473,1,1.0655737704918,1.81378981479016,1.70438109342219
"X8948_38",1,1,1.99484867598955,1,1,1
"X8953_39",1,1,1,1.99984761331285,1,1
"X8963_16",1,1,1,1.13457376115436,1,1.39749608763693
"X9010_5",1,1,1,1.12224954094177,1.99969376234555,1.99999325800941
"X9014_13",1,1.85735209830006,1,1.97784374145649,1,1.54687614176105
"X9026_52",1,1,1,1.06201550387597,1.99625506669724,1.67246406641282
"X9031_38",1,1.17215768425062,1,1.127099777373,1,1
"X9048_44",1,1,1,1,1.66734211119503,1.90137778814649
"X9080_67",1,1.96365055068178,1,1.60168090669746,1,1.20512820512821
"X9084_23",1,1.84211902638903,1,1.96481100086849,1,1
"X9104_28",1,1.64311632946961,1,1.52733181993374,1,1
"X9116_6",1,1.99310033042354,1.91449636961988,1.99682716765991,1,1
"X9117_6",1,1,1,1,1.80444707245507,1.89116490687792
"X9123_42",1,1.9244957089738,1,1,1,1
"X9126_12",1,1,1,1.88379179081452,1,1
"X9143_45",1,1.93708872686413,1,1.999975742846,1,1.37029637029637
"X9162_62",1,1,1,1,1.9412584154308,1.88875808320146
"X9173_42",1,1.08988764044944,1,1.99903103881332,1,1
"X9176_7",1,1.65626957784882,1,1.98158983068799,1,1
"X9204_17",1,1.57810324836928,1,1.41546504827249,1.99999423435898,1.99998948311869
"X9209_50",1,1,1,1.99993760351986,1,1
"X9216_54",1,1.99297955050349,1,1.6875645650528,1.99958724983538,1.99979179438702
"X9238_11",1,1,1,1.12414457831325,1.8540334357279,1.90800246543243
"X9242_7",1,1,1,1,1.99980532341753,1.9999605291091
"X9265_7",1,1.99821680788131,1,1.99931468669457,1.99874810664659,1.99845505560719
"X9266_50",1,1.16853864367676,1,1,1,1
"X9280_37",1,1.32907911986678,1,1.86580303561098,1,1
"X9303_58",1,1.76699376900994,1,1.127099777373,1,1
"X9307_31",1,1,1,1.12132352941176,1,1.50286555549713
"X9311_40",1,1,1,1,1.99476497675491,1.99805218777885
"X9332_5",1,1.99984131931047,1,1.98611309274218,1,1
"X9335_6",1,1.99205883583223,1,1,1,1
"X9344_17",1.99346405228758,1,1.97996952986907,1,1,1
"X9350_67",1,1,1.99998345643043,1,1,1
"X9364_34",1,1.91333597742346,1,1.06299212598425,1.30128339995792,1
"X9369_24",1,1,1.9974655344502,1.06666666666667,1,1
"X9381_30",1,1.75063869211004,1,1.18916848009317,1,1
"X9387_30",1,1.98628321056309,1,1.99995030586317,1.67585270508191,1.19512195121951
"X9410_32",1,1,1,1,1,1
"X9435_18",1,1,1,1.06299212598425,1.97288257599512,1.99362085229842
"X9443_54",1,1,1,1,1.99999152683941,1.99999299843654
"X9447_27",1,1,1.99972775184096,1.17667322834646,1,1
"X9450_12",1,1.99995402379774,1,1.8294852283043,1,1
"X9454_22",1,1,1,1.76041553931227,1,1
"X9468_21",1,1,1.95596372878009,1,1,1
"X9489_50",1,1,1,1.23893254139805,1,1
"X9492_9",1,1.17032898820608,1,1.99632042851617,1,1
"X9506_37",1,1,1,1.12224954094177,1,1
"X9508_40",1,1.09090909090909,1,1.91569853389489,1.93042029872966,1.98127411481165
"X9511_16",1.99794941900205,1,1,1.06349206349206,1,1
"X9520_16",1,1,1,1.9999817914952,1,1
"X9522_33",1,1,1,1.71211176305283,1,1
"X9526_47",1,1.75499356248273,1,1.24624296345012,1,1.80302047076869
"X9545_32",1,1,1,1.99995072813329,1,1
"X9550_40",1,1.99852587236442,1,1,1,1
"X9556_19",1,1,1,1.97115092255735,1,1
"X9574_50",1,1.67451807355033,1,1.35699694746995,1,1
"X9580_43",1,1,1.9454474692521,1,1,1
"X9593_55",1,1,1.28032345013477,1.27963514402754,1.99902145081494,1.99994026561741
"X9595_5",1,1,1,1,1,1
"X9598_50",1,1.98454139603293,1,1.99255391054381,1,1.49289191820837
"X9610_50",1,1,1,1.99375511825122,1.88733460950208,1.99261682937418
"X9614_10",1,1,1.99999243483256,1,1,1
"X9625_51",1,1,1,1.99860148609178,1.51580165435681,1.37029637029637
"X9636_39",1,1.70625101295099,1,1.27581117883181,1,1
"X9641_33",1,1,1.99694150719343,1,1,1
"X9645_41",1,1.99991174504686,1.90694264837667,1.12914923291492,1,1
"X9651_20",1,1,1.99459591904144,1.127099777373,1,1
"X9660_30",1,1,1,1.12224954094177,1,1
"X9691_31",1,1.99330060752475,1,1.40910417992362,1,1
"X9696_31",1.88888888888889,1.42892176621833,1,1.28356551469866,1.99995492301275,1.99996146689158
"X9718_57",1,1.99830097487406,1,1.48747378070563,1,1
"X9720_31",1,1,1.99944624306007,1,1,1
"X9726_40",1,1,1,1,1,1
"X9732_49",1,1,1,1,1.99997677082809,1.99261682937418
"X9734_19",1.93506493506493,1.95937414487966,1.99999040836729,1.9236416141515,1,1
"X9752_48",1,1.97160504208655,1.99625506669724,1.99638188629895,1.99565704552491,1.63127028243756
"X9759_19",1,1,1.99722059840992,1,1,1
"X9767_49",1,1.09195402298851,1,1,1.99223759048783,1.84256610395664
"X9778_11",1,1.65626957784882,1,1.96804652271149,1,1
"X9780_33",1,1,1,1.89575862934888,1,1
"X9782_16",1,1.16678545972915,1.96787803690586,1.86512497536108,1.99998802010681,1.99998427111804
"X9786_18",1,1,1,1,1.77689746823685,1.97665318430673
"X9787_29",1,1,1.41073593073593,1,1,1
"X9809_56",1,1,1,1.12041142581365,1,1.35411020776874
"X9817_67",1,1.16678545972915,1.91449636961988,1.12414457831325,1,1
"X9835_32",1,1,1,1.06451612903226,1.91698548481905,1.97159506244215
"X9838_62",1,1,1.99992348125465,1,1,1
"X9866_65",1,1.99962722139799,1.9999698399617,1.46842955125255,1,1
"X9868_27",1,1,1,1,1.9977242592581,1.97159506244215
"X9869_34",1,1.09411764705882,1,1.1442674740029,1.73072985572009,1.68045843045843
"X9879_13",1,1.32907911986678,1,1.46544213317466,1.483288166215,1.77099943856648
"X9900_32",1,1.80168346850017,1,1.98004631536411,1.32559300873908,1.77542116793835
"X9905_32",1.8,1.24003508964307,1,1,1,1
"X9922_66",1,1,1,1,1.95664175812115,1.81384770151893
"X9936_15",1,1,1.56632239887092,1.99856000575238,1.99999200125044,1.99880385691933
"X9942_51",1,1,1,1,1.99961342628713,1.99845505560719
"X9951_29",1,1,1,1,1.94545253441048,1.97950504765597
"X9953_35",1,1,1,1,1,1
"X9961_37",1,1.62008742814869,1,1.78756068939102,1,1
"X9982_31",1,1,1,1,1,1
"X10007_41",1,1,1,1.33035307292242,1,1.21052631578947
"X10019_52",1,1,1,1.064,1.73347889084513,1.20512820512821
"X10034_67",1,1,1,1,1,1
"X10039_51",1,1.99428816152457,1,1.96293871624732,1.92192486097074,1.80302047076869
"X10044_7",1,1.08791208791209,1,1.23037942737985,1.68454150613187,1.90365115506861
"X10047_68",1,1,1.97403003629572,1,1,1
"X10048_46",1,1.99942118579148,1,1.83065804192898,1,1
"X10050_34",1,1.99757106966918,1,1.99941458289147,1,1
"X10081_27",1,1.9916466264792,1,1,1,1
"X10094_41",1,1,1,1.99982034881748,1,1
"X10100_55",1,1.99988528965827,1,1.99789202108473,1.79515011672435,1.98127411481165
"X10103_16",1,1,1,1.99965066305596,1,1
"X10119_68",1,1.98986788261226,1,1.337223819873,1,1
"X10128_23",1,1.96309879149076,1,1.6875645650528,1,1
"X10133_18",1,1,1,1.13925237454649,1,1
"X10180_32",1,1.74639141974607,1.99997741528574,1.94024319014552,1.2,1.77542116793835
"X10204_40",1,1,1,1.81986614562601,1,1
"X10208_42",1,1.8877677655104,1,1,1,1
"X10212_50",1,1.8643958656965,1,1,1,1
"X10215_64",1,1,1,1.12609922017587,1,1
"X10231_43",1,1,1,1.12511427452005,1,1
"X10237_29",2,1.1,1.19047619047619,1.26016436975341,1.99247715700281,1.97775683268125
"X10256_59",1,1,1,1.0650406504065,1.96017068881248,1.99247715700281
"X10284_18",1,1,1,1,1.98127411481165,1.99149429065994
"X10307_42",1,1,1,1,1.99870831545517,1.98618582240204
"X10313_47",1,1,1,1.12414457831325,1,1
"X10321_43",1,1.99428816152457,1,1.96656535853283,1.94094172850573,1.98368834396625
"X10347_30",1,1,1.99998338988082,1,1,1
"X10354_33",1,1.38628755988888,1,1.978200887884,1.47403551488183,1.64298836497244
"X10357_22",1,1,1,1.12414457831325,1,1.35411020776874
"X10365_30",1,1.98213734217498,1,1.99636934523912,1.98660714244414,1.98368834396625
"X10377_15",1,1,1,1,1.99909747808576,1.99737139987095
"X10394_40",1,1,1.6428510513486,1,1,1
"X10405_15",1,1.24490615780554,1,1.99987812307859,1,1
"X10409_34",1,1.97408605283889,1,1.93269213311377,1.54083613829584,1.89116490687792
"X10411_63",1,1,1,1,1.99746917578036,1.99986119186443
"X10442_48",1,1.36879525861699,1,1.41284673092198,1.836010515529,1.98187836895044
"X10448_46",1,1,1,1,1,1
"X10455_39",2,1.99845308215169,1.99922520588571,1.99995950163589,1.99679783027853,1.99998450138719
"X10456_38",1,1.89811589926206,1.99996313934049,1.9438162025148,1,1
"X10471_51",1,1.08791208791209,1,1.69986376030986,1,1
"X10478_66",1,1.31316322828639,1.39739928831876,1.1806513797124,1,1
"X10481_17",1,1,1.99940750913127,1,1,1
"X10504_16",1,1,1,1.84211902638903,1,1
"X10527_38",1,1,1,1,1.87502724294087,1.92903047333359
"X10528_43",1,1,1,1,1,1
"X10532_21",1,1.09302325581395,1,1.15698587127159,1,1
"X10541_58",1,1,1.99999019582057,1,1,1
"X10563_41",1,1.96259456933204,1,1.70901935886891,1.51580165435681,1.19512195121951
"X10568_32",1,1,1,1.12132352941176,1,1.19512195121951
"X10571_32",1,1,1,1.63701022443718,1,1
"X10572_64",1,1,1.97593235611108,1,1,1
"X10607_7",1,1.08791208791209,1,1,1.9999605291091,1.99996233467443
"X10611_55",1,1.99991351378026,1.8503397235794,1.99998272435745,1.99992573883185,1.99999378962868
"X10618_42",1,1,1.95254233298982,1.0625,1,1
"X10632_34",1,1,1.99998768942332,1.06666666666667,1,1
"X10641_17",1,1.98986634748576,1,1.81679575692229,1.90355424002268,1.95026237464361
"X10644_18",1,1,1,1.12224954094177,1,1
"X10646_63",1,1,1,1.14047322540473,1,1
"X10649_59",1,1,1,1.12041142581365,1,1.35411020776874
"X10658_5",1,1,1,1.07017543859649,1.92101423112362,1.88875808320146
"X10661_18",1,1.17032898820608,1,1.12609922017587,1,1
"X10663_21",1,1.89308116754924,1,1.37426434682914,1,1
"X10664_9",1,1,1.15094339622642,1.0625,1.99999242620113,1.99999325800941
"X10699_64",1,1,1,1.54927224083264,1,1
"X10714_8",1,1,1,1,1.74189759592607,1.96984815096792
"X10730_10",1,1.33245541462842,1,1.84754288328359,1,1
"X10745_37",1,1,1,1,1.99969224599866,1.99945221512085
"X10779_61",1,1,1,1.12224954094177,1,1
"X10790_44",1,1,1,1.06201550387597,1.99977408046384,1.99999450473903
"X10796_10",1,1,1,1.0672268907563,1,1
"X10814_51",1,1,1,1.72303807880031,1,1
"X10816_47",1,1,1,1.12811631974212,1.99998909297234,1.99987579263791
"X10822_64",1,1,1,1,1.8540334357279,1.95416150716668
"X10823_8",1,1,1,1.62780019150419,1,1
"X10867_54",1,1.08888888888889,1,1.99959120334688,1,1
"X10876_32",1,1,1,1.0625,1.99993701521683,1.99845505560719
